Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0051988~regulation of attachment of spindle microtubules to kinetochore	3	1.0273972602739725	0.005390787458570281	NEK2, SPAG5, RACGAP1	278	7	16792	25.886947584789315	0.9998329538819862	0.1911386978488766	8.6593374218348
GOTERM_BP_DIRECT	GO:0006281~DNA repair	11	3.767123287671233	0.005769388696689755	EXO1, CDK1, RAD51AP1, BLM, FANCI, MSH2, FOXM1, CHEK1, PTTG1, UBE2T, FEN1	278	235	16792	2.8273687433032295	0.9999094699140143	0.1988143444547944	9.240196143531376
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	5	1.7123287671232876	0.005858829786315149	GINS1, CDC45, BLM, BRIP1, MCM3	278	44	16792	6.863963374754742	0.9999216700589973	0.19738005290892235	9.376910598476517
GOTERM_BP_DIRECT	GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle	4	1.36986301369863	0.006159549745712081	CDK1, TYMS, CDC45, RRM2	278	23	16792	10.504848295276823	0.9999518584165297	0.20223411056323226	9.835154936085077
GOTERM_CC_DIRECT	GO:0000940~condensed chromosome outer kinetochore	3	1.0273972602739725	0.00645618629336087	CENPF, BUB1B, SKA1	287	8	18224	23.81184668989547	0.8304708216654166	0.08103841927213362	8.181510400682512
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	61	20.89041095890411	0.007085234171365161	GNA14, STEAP4, PZP, MASP2, FIGNL1, CXCL12, BBOX1, PRKAR2B, ASPA, GPC3, PGLYRP2, PROZ, AKR7A3, CETP, CFI, SLC1A1, CLRN3, SHBG, F11, CDK1, CDHR2, LIFR, FBP1, F9, IGFALS, PRELP, C8B, RND3, BGN, G6PD, HAO2, MFAP4, AKR1D1, C7, C9, C6, PTH1R, MME, KMO, PLVAP, GPM6A, CRISPLD2, FAT4, HBB, FTCD, AXL, EPHX2, ATAD2, CD5L, SERPINI1, RACGAP1, MAN1C1, ECM1, PLG, PCK1, LYVE1, PLSCR4, ALDH2, SLC46A3, IGFBP3, PON3	287	2811	18224	1.3779415610896466	0.8574787683974457	0.08474948841963581	8.944657131544531
GOTERM_BP_DIRECT	GO:0051256~mitotic spindle midzone assembly	3	1.0273972602739725	0.007109759183719503	KIF23, KIF4A, RACGAP1	278	8	16792	22.65107913669065	0.9999896700459403	0.22517756640696562	11.26882905486244
GOTERM_CC_DIRECT	GO:0005615~extracellular space	34	11.643835616438356	0.00718304272634257	MASP1, CRHBP, CXCL2, CHEK1, DCN, CXCL12, CFP, GPC3, HAMP, CCL21, CCBE1, PROZ, CETP, CFI, ANGPTL3, GHR, F11, F8, AXL, F9, IGFALS, IGF1, CD5L, HGF, SERPINI1, ECM1, PLG, PRELP, C8B, BMPER, CXCL14, CTSO, IGFBP3, PON3	287	1347	18224	1.6027771095401058	0.8612742624570742	0.0822963054754754	9.062788335313488
GOTERM_MF_DIRECT	GO:0005044~scavenger receptor activity	5	1.7123287671232876	0.007450995293702402	MARCO, CD5L, CFI, STAB2, CD163	274	48	16881	6.41765510948905	0.9874137733148614	0.2056818200051158	10.423289280669046
GOTERM_BP_DIRECT	GO:0002040~sprouting angiogenesis	4	1.36986301369863	0.007807968645505132	RSPO3, E2F8, CCBE1, ESM1	278	25	16792	9.664460431654676	0.9999966692871011	0.23980550253073418	12.308593762674636
GOTERM_CC_DIRECT	GO:0042555~MCM complex	3	1.0273972602739725	0.008215224262225986	MCM2, MCM3, MCM6	287	9	18224	21.16608594657375	0.895677531554421	0.08987912165944756	10.30083204873906
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	4	1.36986301369863	0.008260899940770828	CYP2C19, CYP2B6, CYP2A7, CYP2E1	274	26	16881	9.478382930937675	0.9921927149697365	0.21544209653658086	11.493079613908863
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	13	4.4520547945205475	0.008274544732319276	AR, CYP2C19, MSH2, BIRC5, CYP1A2, CYP2E1, MCM2, ECM1, RFC4, PLSCR4, FYN, BCHE, TOP2A	274	333	16881	2.405175248240942	0.9922553016284889	0.20662884756990985	11.511000373771562
GOTERM_CC_DIRECT	GO:0005814~centriole	7	2.3972602739726026	0.008841835222832734	STIL, FTCD, AURKA, BIRC5, TUBG1, CEP55, TOP2A	287	113	18224	3.9335203971508745	0.912265212946916	0.09275021688202156	11.04479912249019
GOTERM_BP_DIRECT	GO:0006508~proteolysis	17	5.821917808219178	0.008953802371937939	F11, MASP1, CNDP1, MASP2, COLEC10, F8, F9, MME, COLEC11, HGF, PLG, GGT5, GZMK, LPA, FCN3, CTSO, CFI	278	500	16792	2.0536978417266187	0.9999994810990639	0.26501514080386623	13.99016327403978
GOTERM_MF_DIRECT	GO:0005496~steroid binding	4	1.36986301369863	0.00918403192765518	SHBG, AR, NR3C2, AKR1D1	274	27	16881	9.127331711273317	0.9954720324976485	0.21756161129204155	12.69790364991048
GOTERM_MF_DIRECT	GO:0005524~ATP binding	37	12.67123287671233	0.010260112888910615	KIF23, KIF4A, BLM, FIGNL1, NEK2, TTK, CHEK1, AURKA, MAT1A, TOP2A, EHD3, HELLS, TRIP13, KIF14, CDK1, KIF11, MKI67, MSH2, KIF15, TPX2, AXL, KIF18A, BRIP1, ATAD2, MCM2, PBK, MCM3, SMC4, MCM6, ACSM3, RFC4, FYN, BUB1B, MELK, ACSM5, UBE2T, KIF20A	274	1495	16881	1.524783341063887	0.9976021187416407	0.23072881692497138	14.083047863848751
GOTERM_BP_DIRECT	GO:0034501~protein localization to kinetochore	3	1.0273972602739725	0.01118038405582332	CDK1, TTK, BUB1B	278	10	16792	18.12086330935252	0.9999999860885993	0.3140061436681191	17.171440923723235
GOTERM_BP_DIRECT	GO:0006268~DNA unwinding involved in DNA replication	3	1.0273972602739725	0.01118038405582332	MCM2, TOP2A, MCM6	278	10	16792	18.12086330935252	0.9999999860885993	0.3140061436681191	17.171440923723235
GOTERM_BP_DIRECT	GO:0006890~retrograde vesicle-mediated transport, Golgi to ER	6	2.054794520547945	0.011459022065363434	KIF23, KIF4A, KIF11, KIF15, KIF18A, RACGAP1	278	82	16792	4.419722758378663	0.9999999911603518	0.31507734689119926	17.561668752200067
GOTERM_MF_DIRECT	GO:0003824~catalytic activity	9	3.0821917808219177	0.01159966671286416	ACSM3, AADAT, BCHE, DHODH, FTCD, EPHX2, GSTZ1, GPT2, ACSM5	274	188	16881	2.9493904332970957	0.9989142329534538	0.24753028155227097	15.7787181391574
GOTERM_BP_DIRECT	GO:0097421~liver regeneration	4	1.36986301369863	0.011819310022183458	TYMS, HAMP, EZH2, AURKA	278	29	16792	8.33143140659886	0.9999999950829093	0.31792180754098065	18.063683429062493
GOTERM_BP_DIRECT	GO:0006898~receptor-mediated endocytosis	9	3.0821917808219177	0.012188845390422252	MARCO, MASP1, CETP, CD5L, CFI, COLEC11, STAB2, HBB, CD163	278	186	16792	2.922719888605245	0.9999999973063141	0.3208470563331096	18.575595993514494
GOTERM_BP_DIRECT	GO:0042493~response to drug	12	4.10958904109589	0.012347262078543156	CCNB1, CDK1, TYMS, FOS, BCHE, FYN, DHODH, CENPF, CYP2E1, FOSB, MDK, NNMT	278	304	16792	2.384324119651647	0.9999999979189925	0.3191620991112366	18.794126301896984
GOTERM_BP_DIRECT	GO:0009636~response to toxic substance	6	2.054794520547945	0.013241573332690838	CDK1, TYMS, FOS, EPHX2, INMT, PON3	278	85	16792	4.263732543377063	0.9999999995155513	0.3328093406132996	20.017488998352917
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	11	3.767123287671233	0.015851926127274873	MARCO, EDNRB, LY6E, LILRB5, DTX1, PTH1R, LIFR, NPY1R, VIPR1, GCGR, CLEC1B	278	274	16792	2.424933046263719	0.9999999999931726	0.3788063355847906	23.489927867067838
GOTERM_BP_DIRECT	GO:0042738~exogenous drug catabolic process	3	1.0273972602739725	0.016045806126419416	CYP2C19, CYP2B6, CYP1A2	278	12	16792	15.100719424460433	0.9999999999950274	0.3770067501425952	23.742099349692424
GOTERM_BP_DIRECT	GO:0001833~inner cell mass cell proliferation	3	1.0273972602739725	0.016045806126419416	GINS1, NCAPG2, CHEK1	278	12	16792	15.100719424460433	0.9999999999950274	0.3770067501425952	23.742099349692424
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	7	2.3972602739726026	0.016916521485080036	CCNB1, CCNE2, FIGNL1, DTL, FOXM1, CENPF, GADD45B	278	124	16792	3.409839870039452	0.9999999999988034	0.38749978904012905	24.864996074038892
GOTERM_CC_DIRECT	GO:0005796~Golgi lumen	6	2.054794520547945	0.017653694518768984	BGN, GPC3, PROZ, F9, DCN, PRELP	287	96	18224	3.968641114982579	0.9924054014255336	0.17114043276385849	20.920872644754308
GOTERM_BP_DIRECT	GO:0019886~antigen processing and presentation of exogenous peptide antigen via MHC class II	6	2.054794520547945	0.018106377887402075	KIF23, KIF4A, KIF11, KIF15, KIF18A, RACGAP1	278	92	16792	3.9393181107288084	0.9999999999998295	0.402972371383707	26.374342774501493
GOTERM_BP_DIRECT	GO:0043568~positive regulation of insulin-like growth factor receptor signaling pathway	3	1.0273972602739725	0.018758958042778624	AR, IGF1, IGFBP3	278	13	16792	13.93912562257886	0.9999999999999415	0.40864712587063545	27.18999467844917
GOTERM_BP_DIRECT	GO:0090307~mitotic spindle assembly	4	1.36986301369863	0.021230964405625784	KIF11, NEK2, TPX2, BIRC5	278	36	16792	6.711430855315748	0.999999999999999	0.4430213045176834	30.203316113875267
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	5	1.7123287671232876	0.02236238760260151	CXCL14, CCL21, CXCL2, HGF, CXCL12	278	65	16792	4.646375207526287	0.9999999999999999	0.45473946617472594	31.543016753739828
GOTERM_BP_DIRECT	GO:0051384~response to glucocorticoid	5	1.7123287671232876	0.02236238760260151	TYMS, DUSP1, BCHE, MDK, GHR	278	65	16792	4.646375207526287	0.9999999999999999	0.45473946617472594	31.543016753739828
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	5	1.7123287671232876	0.02236238760260151	FYN, HCLS1, IGF1, DCN, HGF	278	65	16792	4.646375207526287	0.9999999999999999	0.45473946617472594	31.543016753739828
GOTERM_BP_DIRECT	GO:0006302~double-strand break repair	5	1.7123287671232876	0.023505860464458184	MSH2, BRIP1, CDCA5, FEN1, TRIP13	278	66	16792	4.575975583169827	1.0	0.4660315245323551	32.872390796827865
GOTERM_BP_DIRECT	GO:0006958~complement activation, classical pathway	6	2.054794520547945	0.024025313021488495	C8B, C7, C9, MASP2, C6, CFI	278	99	16792	3.6607804665358623	1.0	0.467997787071306	33.46824090050438
GOTERM_BP_DIRECT	GO:0007076~mitotic chromosome condensation	3	1.0273972602739725	0.024712467145740092	NUSAP1, CDCA5, SMC4	278	15	16792	12.080575539568345	1.0	0.47222123895102885	34.24881842357915
GOTERM_BP_DIRECT	GO:0006271~DNA strand elongation involved in DNA replication	3	1.0273972602739725	0.024712467145740092	GINS1, PRIM1, RFC4	278	15	16792	12.080575539568345	1.0	0.47222123895102885	34.24881842357915
GOTERM_BP_DIRECT	GO:0030214~hyaluronan catabolic process	3	1.0273972602739725	0.024712467145740092	LYVE1, STAB2, HMMR	278	15	16792	12.080575539568345	1.0	0.47222123895102885	34.24881842357915
GOTERM_BP_DIRECT	GO:0010569~regulation of double-strand break repair via homologous recombination	3	1.0273972602739725	0.02793986312186353	RAD51AP1, FIGNL1, CHEK1	278	16	16792	11.325539568345325	1.0	0.5095466720532971	37.801174941273665
GOTERM_BP_DIRECT	GO:0046426~negative regulation of JAK-STAT cascade	4	1.36986301369863	0.028005462922511895	ASPN, BGN, SOCS2, DCN	278	40	16792	6.040287769784173	1.0	0.5049692253625517	37.87147236140325
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	6	2.054794520547945	0.029989940376384302	CDK1, TYMS, G6PD, FYN, HAMP, CYP2E1	278	105	16792	3.4515930113052415	1.0	0.5239849146399012	39.9630823646694
GOTERM_BP_DIRECT	GO:0042523~positive regulation of tyrosine phosphorylation of Stat5 protein	3	1.0273972602739725	0.03132598685544083	FYN, IGF1, GHR	278	17	16792	10.659331358442657	1.0	0.5343525044290836	41.33376292285783
GOTERM_MF_DIRECT	GO:0048256~flap endonuclease activity	2	0.684931506849315	0.03208346353245435	EXO1, FEN1	274	2	16881	61.60948905109488	0.9999999948098829	0.5337626235749993	38.11841349453904
GOTERM_BP_DIRECT	GO:0032259~methylation	5	1.7123287671232876	0.0324973659308541	TYMS, MAT1A, CYP1A2, INMT, NNMT	278	73	16792	4.137183403961762	1.0	0.542380319985133	42.5112448290799
GOTERM_BP_DIRECT	GO:0000915~actomyosin contractile ring assembly	2	0.684931506849315	0.032720750747861245	KIF23, RACGAP1	278	2	16792	60.40287769784173	1.0	0.5396518680414786	42.733255224802456
GOTERM_BP_DIRECT	GO:0000022~mitotic spindle elongation	2	0.684931506849315	0.032720750747861245	KIF23, PRC1	278	2	16792	60.40287769784173	1.0	0.5396518680414786	42.733255224802456
GOTERM_CC_DIRECT	GO:0072562~blood microparticle	7	2.3972602739726026	0.032945990459998534	C9, PZP, BCHE, FCN3, CD5L, HBB, PLG	287	152	18224	2.9242618741976893	0.9998968426927949	0.2882100500420416	35.69164800324663
GOTERM_MF_DIRECT	GO:0005520~insulin-like growth factor binding	3	1.0273972602739725	0.033621789752197276	IGFALS, ESM1, IGFBP3	274	18	16881	10.268248175182482	0.9999999979532234	0.5367553610009946	39.55025339820119
GOTERM_BP_DIRECT	GO:0034080~CENP-A containing nucleosome assembly	4	1.36986301369863	0.033751714176298554	CENPL, HJURP, OIP5, CENPK	278	43	16792	5.618872343985276	1.0	0.5457928601701916	43.747469446131305
GOTERM_CC_DIRECT	GO:0005759~mitochondrial matrix	11	3.767123287671233	0.03438030212111261	ACSM3, AADAT, TYMS, PDE2A, OGDHL, ALDH2, CBR4, ACADL, GPT2, BCO2, ACSM5	287	327	18224	2.136027022131296	0.999931312785338	0.2899041138439349	36.93730009080024
GOTERM_BP_DIRECT	GO:0007597~blood coagulation, intrinsic pathway	3	1.0273972602739725	0.03486476370884546	F11, F8, F9	278	18	16792	10.067146282973622	1.0	0.5525571424185867	44.8234631165044
GOTERM_BP_DIRECT	GO:0006103~2-oxoglutarate metabolic process	3	1.0273972602739725	0.03486476370884546	AADAT, GPT2, GHR	278	18	16792	10.067146282973622	1.0	0.5525571424185867	44.8234631165044
GOTERM_BP_DIRECT	GO:0031668~cellular response to extracellular stimulus	3	1.0273972602739725	0.03486476370884546	FOS, ITGA6, AXL	278	18	16792	10.067146282973622	1.0	0.5525571424185867	44.8234631165044
GOTERM_BP_DIRECT	GO:0071539~protein localization to centrosome	3	1.0273972602739725	0.03486476370884546	STIL, SPAG5, AURKA	278	18	16792	10.067146282973622	1.0	0.5525571424185867	44.8234631165044
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	3	1.0273972602739725	0.03486476370884546	FOS, AVPR1A, FOSB	278	18	16792	10.067146282973622	1.0	0.5525571424185867	44.8234631165044
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	8	2.73972602739726	0.035744861523947895	CCNB1, STIL, AR, HSD17B2, MSH2, C6, ZFPM2, FLVCR1	278	187	16792	2.5840803293194323	1.0	0.5566627130149564	45.66052722602829
GOTERM_BP_DIRECT	GO:0030324~lung development	5	1.7123287671232876	0.03688740149338196	GPC3, CRISPLD2, CCBE1, ZFPM2, CYP1A2	278	76	16792	3.9738735327527452	1.0	0.5632583599887022	46.72939560562103
GOTERM_BP_DIRECT	GO:0008015~blood circulation	4	1.36986301369863	0.03789580728516667	LPA, AVPR1A, NPY1R, CXCL12	278	45	16792	5.369144684252599	1.0	0.5682879243079909	47.65632344826112
GOTERM_BP_DIRECT	GO:0051276~chromosome organization	3	1.0273972602739725	0.038550274995451106	CDCA8, PTTG1, SMC4	278	19	16792	9.537296478606589	1.0	0.5697526342138636	48.24977213385979
GOTERM_MF_DIRECT	GO:0005319~lipid transporter activity	3	1.0273972602739725	0.040882966540914376	CFHR4, APOF, CETP	274	20	16881	9.241423357664234	0.9999999999751751	0.595220895775525	45.90151597580849
GOTERM_BP_DIRECT	GO:0031145~anaphase-promoting complex-dependent catabolic process	5	1.7123287671232876	0.041602466925419364	CCNB1, CDK1, BUB1B, AURKA, PTTG1	278	79	16792	3.822966942901375	1.0	0.5932732169310828	50.93479827542164
GOTERM_MF_DIRECT	GO:0003690~double-stranded DNA binding	5	1.7123287671232876	0.042293409076375695	SATB1, RAD51AP1, MSH2, NEIL3, FEN1	274	81	16881	3.8030548796972155	0.9999999999895046	0.5945915400982342	47.06067827059669
GOTERM_BP_DIRECT	GO:0007094~mitotic spindle assembly checkpoint	3	1.0273972602739725	0.04237675451921273	CENPF, TTK, BUB1B	278	20	16792	9.06043165467626	1.0	0.595384913190991	51.5948028071568
GOTERM_BP_DIRECT	GO:0001558~regulation of cell growth	5	1.7123287671232876	0.0432464874953302	KIF14, SOCS2, FOXM1, ESM1, IGFBP3	278	80	16792	3.7751798561151078	1.0	0.5982648715951716	52.32620674999979
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	4	1.36986301369863	0.043656502892537044	C8B, OLFML3, GPM6A, PRELP	287	50	18224	5.079860627177701	0.9999951223447732	0.34410417648822134	44.47008887774724
GOTERM_BP_DIRECT	GO:0000910~cytokinesis	4	1.36986301369863	0.04457433700297265	KIF23, PRC1, BIRC5, KIF20A	278	48	16792	5.033573141486811	1.0	0.6049349999890834	53.422849451361046
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	4	1.36986301369863	0.0446868887407946	CXCL14, CCL21, CXCL2, CXCL12	274	49	16881	5.029346044987338	0.9999999999975719	0.6023585788809852	48.974920107709316
GOTERM_MF_DIRECT	GO:0003730~mRNA 3'-UTR binding	4	1.36986301369863	0.0446868887407946	RBM24, CPEB3, RBMS3, IGF2BP3	274	49	16881	5.029346044987338	0.9999999999975719	0.6023585788809852	48.974920107709316
GOTERM_MF_DIRECT	GO:0008201~heparin binding	7	2.3972602739726026	0.04587330772463988	F11, LPA, CRISPLD2, RSPO3, ANGPTL3, MDK, PRELP	274	160	16881	2.695415145985401	0.9999999999988264	0.5997623954550078	49.89968429694257
GOTERM_BP_DIRECT	GO:0006699~bile acid biosynthetic process	3	1.0273972602739725	0.04633858518108123	CYP39A1, CYP8B1, AKR1D1	278	21	16792	8.628982528263103	1.0	0.6149065985128339	54.84324060585792
GOTERM_BP_DIRECT	GO:0016125~sterol metabolic process	3	1.0273972602739725	0.04633858518108123	CYP39A1, CYP4V2, CYP8B1	278	21	16792	8.628982528263103	1.0	0.6149065985128339	54.84324060585792
GOTERM_BP_DIRECT	GO:0019835~cytolysis	3	1.0273972602739725	0.04633858518108123	C8B, C7, C6	278	21	16792	8.628982528263103	1.0	0.6149065985128339	54.84324060585792
GOTERM_BP_DIRECT	GO:1900182~positive regulation of protein localization to nucleus	3	1.0273972602739725	0.04633858518108123	CDK1, FYN, NGFR	278	21	16792	8.628982528263103	1.0	0.6149065985128339	54.84324060585792
GOTERM_CC_DIRECT	GO:0016942~insulin-like growth factor binding protein complex	2	0.684931506849315	0.046348274603730845	IGF1, IGFBP3	287	3	18224	42.3321718931475	0.9999977467733047	0.35172367285238393	46.49486593337154
GOTERM_CC_DIRECT	GO:0097149~centralspindlin complex	2	0.684931506849315	0.046348274603730845	KIF23, RACGAP1	287	3	18224	42.3321718931475	0.9999977467733047	0.35172367285238393	46.49486593337154
GOTERM_BP_DIRECT	GO:0014070~response to organic cyclic compound	4	1.36986301369863	0.046921960282517466	EDNRB, CDK1, G6PD, MKI67	278	49	16792	4.930847159007488	1.0	0.6150505848173249	55.30388250044182
GOTERM_MF_DIRECT	GO:0004833~tryptophan 2,3-dioxygenase activity	2	0.684931506849315	0.0477384913472913	TDO2, IDO2	274	3	16881	41.07299270072992	0.9999999999996264	0.6027082900181655	51.321989315691496
GOTERM_BP_DIRECT	GO:0010560~positive regulation of glycoprotein biosynthetic process	2	0.684931506849315	0.04867884199352495	CCL21, IGF1	278	3	16792	40.26858513189449	1.0	0.6243905508026675	56.664596865861796
GOTERM_BP_DIRECT	GO:0030573~bile acid catabolic process	2	0.684931506849315	0.04867884199352495	CYP39A1, AKR1D1	278	3	16792	40.26858513189449	1.0	0.6243905508026675	56.664596865861796
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	12	4.10958904109589	0.04995431654882798	GGT5, FOS, CCL21, CRHBP, CXCL2, AXL, EPHX2, CD5L, NGFR, ECM1, CXCL12, S100A12	278	379	16792	1.9124921698525086	1.0	0.6296904993709453	57.62794876155428
GOTERM_BP_DIRECT	GO:0060045~positive regulation of cardiac muscle cell proliferation	3	1.0273972602739725	0.05043029566778264	CCNB1, CDK1, ZFPM2	278	22	16792	8.236756049705692	1.0	0.6288647837217503	57.98226273421852
GOTERM_CC_DIRECT	GO:0000228~nuclear chromosome	4	1.36986301369863	0.0504440975979144	BLM, FIGNL1, BIRC5, TOP2A	287	53	18224	4.792321346394057	0.9999993071689806	0.36713575668573917	49.44524241265738
GOTERM_MF_DIRECT	GO:0004860~protein kinase inhibitor activity	4	1.36986301369863	0.051768951503442746	ASPN, BGN, SOCS2, DCN	274	52	16881	4.739191465468838	0.9999999999999688	0.621590353330548	54.26788512352421
GOTERM_MF_DIRECT	GO:0005540~hyaluronic acid binding	3	1.0273972602739725	0.05275290658578972	LYVE1, STAB2, HMMR	274	23	16881	8.036020311012377	0.999999999999983	0.6173883680000873	54.96138218862603
GOTERM_CC_DIRECT	GO:0000784~nuclear chromosome, telomeric region	6	2.054794520547945	0.054240812047761974	CDK1, MSH2, MCM2, MCM3, FEN1, MCM6	287	130	18224	2.9306888233717503	0.9999997688595595	0.3796723735479425	52.045159944639494
GOTERM_BP_DIRECT	GO:0006631~fatty acid metabolic process	4	1.36986301369863	0.05432156502434134	PRKAR2B, ANGPTL3, ACSM5, GHR	278	52	16792	4.646375207526287	1.0	0.6525930911417033	60.776167109123016
GOTERM_BP_DIRECT	GO:0032496~response to lipopolysaccharide	7	2.3972602739726026	0.05472025576673565	FOS, CXCL2, NGFR, DCN, CYP1A2, PCK1, GCH1	278	164	16792	2.5781716090542197	1.0	0.6510596174444152	61.05233904248595
GOTERM_CC_DIRECT	GO:0031093~platelet alpha granule lumen	4	1.36986301369863	0.055236725927838924	F8, IGF1, HGF, PLG	287	55	18224	4.618055115616091	0.9999998268180221	0.376112704074545	52.70637962592372
GOTERM_BP_DIRECT	GO:0007568~aging	7	2.3972602739726026	0.05601570843370641	EDNRB, TYMS, FOS, HAMP, PTH1R, DCN, PCK1	278	165	16792	2.5625463265751036	1.0	0.6556563500925956	61.937125959578395
GOTERM_CC_DIRECT	GO:0005581~collagen trimer	5	1.7123287671232876	0.05686436084946286	MARCO, FCN3, CCBE1, COLEC10, COLEC11	287	92	18224	3.450992273897894	0.9999998920260935	0.3761249578960959	53.76890879738265
GOTERM_MF_DIRECT	GO:0003678~DNA helicase activity	3	1.0273972602739725	0.05694996886122735	MCM2, MCM3, MCM6	274	24	16881	7.701186131386861	0.9999999999999988	0.6353740070974672	57.81087036259169
GOTERM_BP_DIRECT	GO:0007565~female pregnancy	5	1.7123287671232876	0.05966249550632992	FOS, PZP, CRHBP, DHODH, FOSB	278	89	16792	3.393420095384367	1.0	0.6752734484940776	64.32745947869101
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	9	3.0821917808219177	0.06150664470012751	ASPN, BGN, GPC3, CRISPLD2, CCL21, CCBE1, ECM1, TFPI2, PRELP	287	268	18224	2.132404181184669	0.9999999720649553	0.3916189244373923	56.67945119835147
GOTERM_MF_DIRECT	GO:0035173~histone kinase activity	2	0.684931506849315	0.06314122815731782	CCNB1, CDK1	274	4	16881	30.80474452554744	1.0	0.6638343973248113	61.708888080477486
GOTERM_MF_DIRECT	GO:0005497~androgen binding	2	0.684931506849315	0.06314122815731782	SHBG, AR	274	4	16881	30.80474452554744	1.0	0.6638343973248113	61.708888080477486
GOTERM_BP_DIRECT	GO:0006306~DNA methylation	3	1.0273972602739725	0.06343211172736851	FOS, EZH2, HELLS	278	25	16792	7.248345323741008	1.0	0.6941783317413326	66.64947113325512
GOTERM_BP_DIRECT	GO:0032355~response to estradiol	5	1.7123287671232876	0.06370235668463513	DUSP1, SOCS2, EZH2, CYP1A2, GHR	278	91	16792	3.3188394339473475	1.0	0.6917205343197659	66.81035510943958
GOTERM_BP_DIRECT	GO:0019556~histidine catabolic process to glutamate and formamide	2	0.684931506849315	0.06437459282945575	FTCD, UROC1	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:1903237~negative regulation of leukocyte tethering or rolling	2	0.684931506849315	0.06437459282945575	CCL21, CXCL12	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0070189~kynurenine metabolic process	2	0.684931506849315	0.06437459282945575	AADAT, KMO	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0071314~cellular response to cocaine	2	0.684931506849315	0.06437459282945575	CRHBP, CCNA2	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0002125~maternal aggressive behavior	2	0.684931506849315	0.06437459282945575	CRHBP, AVPR1A	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0051919~positive regulation of fibrinolysis	2	0.684931506849315	0.06437459282945575	F11, PLG	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0051450~myoblast proliferation	2	0.684931506849315	0.06437459282945575	IGF1, HGF	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0019557~histidine catabolic process to glutamate and formate	2	0.684931506849315	0.06437459282945575	FTCD, UROC1	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0046449~creatinine metabolic process	2	0.684931506849315	0.06437459282945575	MME, GHR	278	4	16792	30.201438848920866	1.0	0.6916489930743002	67.20739529465938
GOTERM_BP_DIRECT	GO:0021987~cerebral cortex development	4	1.36986301369863	0.06499668110713575	KIF14, FAT4, MDK, ASPM	278	56	16792	4.3144912641315525	1.0	0.69129233261506	67.57083404147122
GOTERM_BP_DIRECT	GO:0019221~cytokine-mediated signaling pathway	6	2.054794520547945	0.06598707165363854	ASPN, BGN, SOCS2, LIFR, DCN, GHR	278	131	16792	2.766544016695041	1.0	0.693046155033501	68.14163863711333
GOTERM_CC_DIRECT	GO:0016363~nuclear matrix	5	1.7123287671232876	0.06645977810074337	SATB1, KIF4A, BLM, LMNB1, CENPF	287	97	18224	3.2731060742124356	0.9999999934468301	0.4075124807358925	59.597491823779805
GOTERM_BP_DIRECT	GO:0043524~negative regulation of neuron apoptotic process	6	2.054794520547945	0.06770796826344144	KIF14, FYN, MSH2, AXL, BIRC5, MDK	278	132	16792	2.7455853499018965	1.0	0.6988239294859643	69.1110575881656
GOTERM_BP_DIRECT	GO:0045840~positive regulation of mitotic nuclear division	3	1.0273972602739725	0.06799143146211585	NUSAP1, IGF1, AURKA	278	26	16792	6.96956281128943	1.0	0.6965621438417866	69.26805282393897
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	3	1.0273972602739725	0.06799143146211585	IGF1, NPY1R, GHR	278	26	16792	6.96956281128943	1.0	0.6965621438417866	69.26805282393897
